2007  ,6  ,13  ,17  ,10  ,5.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,10  ,29.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,10  ,53.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,11  ,17.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,11  ,41.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,12  ,5.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,12  ,29.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,12  ,53.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,13  ,17.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,13  ,41.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,14  ,5.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,14  ,29.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,14  ,53.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,15  ,17.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,15  ,41.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,16  ,5.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,16  ,29.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,16  ,53.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,17  ,17.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,17  ,41.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,18  ,5.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,18  ,29.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,18  ,53.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
2007  ,6  ,13  ,17  ,19  ,17.61  ,1.18E+09  ,1.00E+00  ,0.0             ,0.0             ,0.0             ,0.0             ,0.0             ,0.0 
